,num_passengers,sales_channel,length_of_stay,trip_type,booking_origin,purchase_to_travel,flight_day,flight_duration,flight_hour
41873,3,Internet,4,RoundTrip,South Korea,236,Mon,6.62,10
41874,2,Internet,4,RoundTrip,South Korea,73,Wed,6.62,4
41875,2,Internet,4,RoundTrip,South Korea,16,Mon,6.62,9
41876,2,Internet,4,RoundTrip,South Korea,158,Sun,6.62,19
41877,4,Internet,4,RoundTrip,South Korea,359,Tue,6.62,14
41878,4,Internet,4,RoundTrip,South Korea,74,Sat,6.62,13
41879,2,Internet,4,RoundTrip,South Korea,53,Tue,6.62,9
41880,2,Internet,4,RoundTrip,South Korea,55,Tue,6.62,2
41881,2,Internet,4,RoundTrip,South Korea,53,Sat,6.62,18
41882,3,Internet,4,RoundTrip,South Korea,191,Thu,6.62,10
41883,2,Internet,4,RoundTrip,South Korea,41,Fri,6.62,10
41884,1,Internet,4,RoundTrip,South Korea,139,Sat,6.62,4
41885,2,Mobile,4,RoundTrip,South Korea,39,Sun,6.62,2
41886,2,Internet,4,RoundTrip,South Korea,55,Mon,6.62,4
41887,2,Internet,4,RoundTrip,South Korea,84,Mon,6.62,3
41888,2,Internet,4,RoundTrip,South Korea,178,Wed,6.62,13
41889,2,Mobile,4,RoundTrip,South Korea,56,Wed,6.62,10
41890,5,Mobile,4,RoundTrip,South Korea,81,Fri,6.62,8
41891,4,Internet,4,RoundTrip,South Korea,59,Fri,6.62,12
41892,4,Internet,4,RoundTrip,South Korea,83,Sat,6.33,8
41893,4,Internet,4,RoundTrip,South Korea,95,Wed,6.33,1
41894,2,Internet,4,RoundTrip,South Korea,156,Mon,6.33,4
41895,2,Internet,4,RoundTrip,South Korea,54,Sun,6.33,8
41896,2,Internet,4,RoundTrip,South Korea,41,Mon,6.33,5
41897,2,Internet,4,RoundTrip,South Korea,70,Fri,6.33,6
41898,1,Internet,4,RoundTrip,South Korea,23,Wed,6.33,12
41899,2,Mobile,4,RoundTrip,South Korea,107,Wed,6.33,4
41900,2,Mobile,4,RoundTrip,South Korea,109,Mon,6.33,0
41901,1,Internet,4,RoundTrip,South Korea,268,Mon,6.33,1
41902,2,Internet,4,RoundTrip,South Korea,62,Fri,6.33,14
41903,2,Internet,4,RoundTrip,South Korea,32,Wed,6.33,5
41904,2,Internet,4,RoundTrip,South Korea,19,Sat,6.33,13
41905,2,Internet,4,RoundTrip,South Korea,135,Mon,6.33,1
41906,1,Internet,4,RoundTrip,South Korea,70,Sun,6.33,8
41907,2,Internet,4,RoundTrip,South Korea,10,Thu,6.33,2
41908,2,Internet,4,RoundTrip,South Korea,35,Sun,6.33,13
41909,3,Internet,4,RoundTrip,South Korea,101,Tue,6.33,11
41910,2,Internet,4,RoundTrip,South Korea,10,Thu,6.33,10
41911,1,Internet,4,RoundTrip,South Korea,32,Sun,6.33,5
41912,7,Internet,4,RoundTrip,South Korea,29,Mon,6.33,14
41913,1,Internet,4,RoundTrip,South Korea,29,Wed,6.33,12
41914,2,Internet,4,RoundTrip,South Korea,54,Fri,6.33,10
41915,3,Internet,4,RoundTrip,South Korea,79,Mon,6.33,6
41916,1,Internet,4,RoundTrip,South Korea,98,Fri,6.33,14
41917,2,Internet,4,RoundTrip,South Korea,38,Tue,6.33,9
41918,3,Internet,4,RoundTrip,South Korea,19,Tue,6.33,7
41919,3,Internet,4,RoundTrip,South Korea,260,Tue,6.33,9
41920,2,Internet,4,RoundTrip,South Korea,152,Sat,6.62,5
41922,1,Internet,4,RoundTrip,South Korea,28,Fri,6.62,4
41923,3,Internet,4,RoundTrip,South Korea,34,Fri,6.62,8
41924,4,Internet,4,RoundTrip,South Korea,3,Mon,6.62,8
41925,1,Internet,4,RoundTrip,South Korea,51,Wed,6.62,11
41926,2,Internet,4,RoundTrip,South Korea,43,Tue,6.62,5
41927,1,Internet,4,RoundTrip,South Korea,35,Thu,6.62,16
41928,1,Internet,4,RoundTrip,South Korea,33,Fri,6.62,3
41929,6,Internet,4,RoundTrip,South Korea,124,Wed,6.62,6
41930,1,Mobile,4,RoundTrip,South Korea,33,Wed,6.62,16
41931,1,Internet,4,RoundTrip,South Korea,2,Tue,6.62,12
41932,1,Mobile,4,RoundTrip,South Korea,39,Tue,6.62,6
41933,1,Internet,4,RoundTrip,South Korea,26,Mon,6.62,13
41934,1,Internet,4,RoundTrip,South Korea,2,Sat,6.62,16
41935,1,Internet,4,RoundTrip,South Korea,62,Thu,6.62,5
41936,2,Internet,4,RoundTrip,South Korea,37,Mon,6.62,6
41937,2,Internet,4,RoundTrip,South Korea,127,Thu,6.62,2
41938,1,Internet,4,RoundTrip,South Korea,36,Tue,6.62,15
41939,2,Internet,4,RoundTrip,South Korea,41,Thu,6.33,4
41940,1,Internet,4,RoundTrip,South Korea,5,Tue,6.33,7
41941,8,Internet,4,RoundTrip,South Korea,137,Thu,6.62,7
41942,1,Mobile,4,RoundTrip,South Korea,50,Wed,6.62,13
41943,2,Internet,4,RoundTrip,South Korea,311,Mon,6.62,7
41944,2,Mobile,4,RoundTrip,South Korea,101,Tue,6.62,11
41945,4,Internet,4,RoundTrip,South Korea,83,Thu,6.62,12
41946,1,Internet,4,RoundTrip,South Korea,6,Fri,6.62,14
41947,1,Internet,4,RoundTrip,South Korea,107,Sun,6.62,16
41948,1,Internet,4,RoundTrip,South Korea,30,Mon,6.62,10
41949,1,Mobile,4,RoundTrip,South Korea,38,Sat,6.62,8
41950,2,Internet,4,RoundTrip,South Korea,126,Mon,6.62,13
41951,3,Internet,4,RoundTrip,South Korea,251,Mon,6.62,15
41952,2,Internet,4,RoundTrip,South Korea,372,Mon,6.62,2
41953,3,Internet,4,RoundTrip,South Korea,108,Thu,6.62,4
41954,2,Internet,4,RoundTrip,South Korea,44,Sun,6.62,11
41955,2,Internet,4,RoundTrip,South Korea,130,Thu,6.62,2
41956,1,Internet,4,RoundTrip,South Korea,53,Wed,6.62,14
41957,2,Internet,4,RoundTrip,South Korea,73,Tue,6.62,3
41958,2,Internet,4,RoundTrip,South Korea,46,Mon,6.62,20
41959,2,Internet,4,RoundTrip,South Korea,45,Mon,6.62,10
41960,1,Mobile,4,RoundTrip,South Korea,97,Tue,6.62,14
41961,4,Internet,4,RoundTrip,South Korea,152,Mon,6.62,23
41962,2,Internet,4,RoundTrip,South Korea,133,Mon,6.62,1
41963,2,Internet,4,RoundTrip,South Korea,20,Sun,6.62,14
41964,1,Internet,4,RoundTrip,South Korea,19,Thu,6.62,9
41965,1,Internet,4,RoundTrip,South Korea,37,Mon,6.62,1
41966,2,Internet,4,RoundTrip,South Korea,57,Mon,6.62,11
41967,1,Mobile,4,RoundTrip,South Korea,11,Tue,6.62,3
41968,1,Internet,4,RoundTrip,South Korea,19,Fri,6.62,15
41969,2,Internet,4,RoundTrip,South Korea,264,Thu,6.62,10
41970,1,Internet,4,RoundTrip,South Korea,333,Mon,6.62,8
41972,2,Mobile,4,RoundTrip,South Korea,11,Tue,6.62,9
41973,1,Internet,4,RoundTrip,South Korea,92,Thu,6.62,5
41974,2,Mobile,4,RoundTrip,South Korea,8,Sat,6.62,16
41975,1,Internet,4,RoundTrip,South Korea,316,Sat,6.62,9
41976,1,Internet,4,RoundTrip,South Korea,46,Fri,6.62,14
41977,2,Internet,4,RoundTrip,South Korea,116,Tue,6.62,5
41978,2,Internet,4,RoundTrip,South Korea,25,Sun,6.62,6
41979,1,Internet,4,RoundTrip,South Korea,69,Sat,6.62,10
41980,1,Internet,4,RoundTrip,South Korea,34,Thu,6.62,7
41981,1,Internet,4,RoundTrip,South Korea,253,Wed,6.62,7
41982,1,Internet,4,RoundTrip,South Korea,16,Sun,6.62,12
41983,1,Internet,4,RoundTrip,South Korea,11,Thu,6.62,11
41984,2,Internet,4,RoundTrip,South Korea,11,Thu,6.62,8
41985,2,Internet,4,RoundTrip,South Korea,15,Sun,6.62,11
41986,1,Internet,4,RoundTrip,South Korea,2,Tue,5.62,13
41987,1,Internet,4,RoundTrip,South Korea,408,Mon,6.33,3
41988,2,Internet,4,RoundTrip,South Korea,395,Sun,6.33,17
41989,2,Internet,4,RoundTrip,South Korea,132,Mon,6.33,0
41990,3,Internet,4,RoundTrip,South Korea,46,Wed,6.33,14
41991,2,Internet,4,RoundTrip,South Korea,51,Wed,6.33,5
41992,1,Internet,4,RoundTrip,South Korea,135,Tue,8.58,15
41993,1,Internet,4,RoundTrip,South Korea,94,Sat,6.62,17
41994,1,Internet,4,RoundTrip,South Korea,124,Sat,6.62,14
41995,1,Internet,4,RoundTrip,South Korea,183,Mon,6.62,4
41996,4,Internet,4,RoundTrip,South Korea,181,Thu,6.62,5
41997,2,Mobile,4,RoundTrip,South Korea,30,Thu,6.62,7
41998,1,Internet,4,RoundTrip,South Korea,150,Tue,6.62,12
41999,3,Internet,4,RoundTrip,South Korea,261,Tue,6.62,6
42000,2,Internet,4,RoundTrip,South Korea,166,Sat,6.62,18
42001,2,Mobile,4,RoundTrip,South Korea,61,Wed,6.62,4
42002,1,Internet,4,RoundTrip,South Korea,220,Mon,6.62,13
42003,2,Mobile,4,RoundTrip,South Korea,52,Mon,6.62,4
42004,2,Internet,4,RoundTrip,South Korea,25,Fri,6.62,2
42005,1,Mobile,4,RoundTrip,South Korea,57,Wed,6.62,3
42006,1,Internet,4,RoundTrip,South Korea,87,Mon,6.62,4
42007,7,Internet,4,RoundTrip,South Korea,355,Tue,6.62,9
42008,2,Internet,4,RoundTrip,South Korea,87,Mon,6.62,3
42009,1,Mobile,4,RoundTrip,South Korea,32,Fri,6.62,13
42010,2,Internet,4,RoundTrip,South Korea,54,Wed,6.62,2
42011,1,Internet,4,RoundTrip,South Korea,400,Tue,6.62,16
42012,2,Internet,4,RoundTrip,South Korea,211,Mon,6.62,7
42013,3,Internet,4,RoundTrip,South Korea,195,Sat,6.62,7
42014,3,Internet,4,RoundTrip,South Korea,152,Thu,6.62,16
42015,2,Internet,4,RoundTrip,South Korea,120,Mon,6.62,17
42016,3,Internet,4,RoundTrip,South Korea,327,Mon,6.62,1
42017,2,Internet,4,RoundTrip,South Korea,194,Mon,6.62,1
42018,1,Internet,4,RoundTrip,South Korea,6,Thu,6.62,6
42019,2,Internet,4,RoundTrip,South Korea,137,Sun,6.62,15
42020,2,Internet,4,RoundTrip,South Korea,16,Sun,6.62,1
42021,4,Internet,4,RoundTrip,South Korea,28,Thu,6.62,23
42022,2,Internet,4,RoundTrip,South Korea,73,Thu,6.62,9
42023,1,Internet,4,RoundTrip,South Korea,265,Thu,6.62,4
42024,2,Internet,4,RoundTrip,South Korea,108,Tue,6.62,15
42025,1,Internet,4,RoundTrip,South Korea,32,Tue,6.62,6
42026,2,Internet,4,RoundTrip,South Korea,106,Sun,6.62,15
42027,2,Internet,4,RoundTrip,South Korea,86,Wed,6.62,12
42028,1,Internet,4,RoundTrip,South Korea,265,Thu,6.62,11
42029,2,Internet,4,RoundTrip,South Korea,10,Wed,6.62,9
42030,1,Internet,4,RoundTrip,South Korea,34,Tue,6.62,4
42031,2,Internet,4,RoundTrip,South Korea,138,Sat,6.62,2
42032,4,Internet,4,CircleTrip,South Korea,35,Sun,6.62,13
42033,2,Mobile,4,RoundTrip,South Korea,167,Fri,6.62,12
42034,4,Internet,4,RoundTrip,South Korea,114,Mon,6.62,7
42035,2,Internet,4,RoundTrip,South Korea,36,Sun,6.62,13
42036,1,Internet,4,RoundTrip,South Korea,6,Tue,6.62,7
42037,3,Internet,4,RoundTrip,South Korea,6,Mon,6.62,8
42038,2,Internet,4,RoundTrip,South Korea,76,Wed,6.62,2
42039,1,Internet,4,RoundTrip,South Korea,25,Wed,6.62,3
42040,2,Internet,4,RoundTrip,South Korea,101,Thu,6.62,14
42041,1,Internet,4,RoundTrip,South Korea,208,Tue,6.62,10
42042,1,Internet,4,RoundTrip,South Korea,86,Mon,6.62,13
42043,3,Mobile,4,RoundTrip,South Korea,158,Fri,6.62,22
42044,1,Internet,4,RoundTrip,South Korea,35,Tue,6.62,10
42045,1,Internet,4,RoundTrip,South Korea,13,Wed,6.62,15
42046,2,Internet,4,RoundTrip,South Korea,112,Sat,6.62,8
42047,3,Internet,4,RoundTrip,South Korea,170,Sun,6.62,23
42048,1,Internet,4,RoundTrip,South Korea,47,Sat,6.62,15
42049,1,Internet,4,RoundTrip,South Korea,349,Tue,6.62,8
42050,1,Mobile,4,RoundTrip,South Korea,75,Sun,6.62,13
42051,2,Mobile,4,RoundTrip,South Korea,161,Wed,6.62,1
42052,3,Mobile,4,RoundTrip,South Korea,211,Tue,6.62,0
42053,1,Mobile,4,RoundTrip,South Korea,111,Sat,6.62,15
42054,2,Mobile,4,RoundTrip,South Korea,141,Sat,6.62,4
42055,4,Internet,4,RoundTrip,South Korea,176,Tue,6.62,16
42056,1,Internet,4,RoundTrip,South Korea,107,Wed,6.62,13
42057,2,Internet,4,RoundTrip,South Korea,163,Sun,6.62,14
42058,2,Internet,4,RoundTrip,South Korea,24,Wed,6.62,13
42059,2,Internet,4,RoundTrip,South Korea,95,Thu,6.62,7
42060,2,Internet,4,RoundTrip,South Korea,25,Thu,6.62,3
42061,2,Internet,4,RoundTrip,South Korea,115,Thu,6.62,2
42062,2,Internet,4,RoundTrip,South Korea,169,Sun,6.62,1
42063,2,Internet,4,RoundTrip,South Korea,185,Thu,6.62,4
42064,3,Mobile,4,RoundTrip,South Korea,155,Tue,6.62,13
42065,2,Internet,4,RoundTrip,South Korea,81,Sat,6.62,10
42066,2,Internet,4,RoundTrip,South Korea,99,Wed,6.62,18
42067,2,Internet,4,RoundTrip,South Korea,45,Mon,6.62,14
42068,1,Internet,4,RoundTrip,South Korea,6,Wed,6.62,16
42069,7,Internet,4,RoundTrip,South Korea,89,Mon,6.62,7
42070,1,Mobile,4,RoundTrip,South Korea,97,Wed,6.62,14
42071,2,Internet,4,RoundTrip,South Korea,285,Sun,6.62,16
42072,2,Internet,4,RoundTrip,South Korea,102,Mon,6.62,17
42073,2,Internet,4,RoundTrip,South Korea,159,Wed,6.62,7
42074,1,Internet,4,RoundTrip,South Korea,155,Wed,6.62,5
42075,1,Mobile,4,RoundTrip,South Korea,61,Wed,6.62,14
42076,6,Internet,4,RoundTrip,South Korea,111,Sat,6.62,9
42077,1,Internet,4,RoundTrip,South Korea,96,Sun,6.62,4
42078,1,Internet,4,RoundTrip,South Korea,44,Sat,6.62,17
42079,1,Mobile,4,RoundTrip,South Korea,186,Sun,6.62,3
42080,4,Internet,4,RoundTrip,South Korea,325,Sat,6.62,14
42081,2,Mobile,4,RoundTrip,South Korea,48,Wed,6.62,14
42082,1,Internet,4,RoundTrip,South Korea,63,Fri,6.62,16
42083,1,Internet,4,RoundTrip,South Korea,6,Wed,6.62,10
42084,1,Internet,4,RoundTrip,South Korea,7,Mon,6.62,10
42085,2,Internet,4,RoundTrip,South Korea,83,Tue,6.62,3
42086,2,Internet,4,RoundTrip,South Korea,170,Fri,6.62,1
42087,2,Internet,4,RoundTrip,South Korea,37,Mon,6.62,17
42088,1,Internet,4,RoundTrip,South Korea,49,Tue,6.62,3
42089,2,Internet,4,RoundTrip,South Korea,19,Mon,6.62,13
42090,2,Internet,4,RoundTrip,South Korea,42,Wed,6.62,0
42091,2,Internet,4,RoundTrip,South Korea,150,Mon,6.62,3
42092,1,Internet,4,RoundTrip,South Korea,21,Tue,6.62,6
42093,2,Internet,4,RoundTrip,South Korea,121,Tue,6.62,6
42094,2,Internet,4,RoundTrip,South Korea,29,Fri,6.62,5
42095,2,Internet,4,RoundTrip,South Korea,63,Tue,6.62,13
42096,4,Internet,4,RoundTrip,South Korea,297,Tue,6.62,4
42097,2,Internet,4,RoundTrip,South Korea,74,Wed,6.62,11
42098,2,Internet,4,RoundTrip,South Korea,148,Sun,6.62,13
42099,2,Internet,4,RoundTrip,South Korea,150,Tue,6.62,5
42100,1,Internet,4,RoundTrip,South Korea,29,Sat,6.62,6
42101,1,Internet,4,RoundTrip,South Korea,32,Tue,6.62,5
42102,2,Mobile,4,RoundTrip,South Korea,41,Fri,6.62,13
42103,2,Internet,4,RoundTrip,South Korea,53,Wed,6.62,14
42104,4,Internet,4,RoundTrip,South Korea,404,Tue,6.62,8
42105,1,Internet,4,RoundTrip,South Korea,187,Tue,6.62,15
42106,1,Internet,4,RoundTrip,South Korea,21,Tue,6.62,11
42107,1,Internet,4,RoundTrip,South Korea,14,Mon,6.62,4
42108,2,Internet,4,RoundTrip,South Korea,98,Mon,6.62,11
42109,5,Internet,4,RoundTrip,South Korea,41,Tue,6.62,16
42110,5,Internet,4,RoundTrip,South Korea,33,Wed,6.62,6
42111,4,Internet,4,RoundTrip,South Korea,245,Tue,6.62,3
42112,2,Internet,4,RoundTrip,South Korea,23,Fri,6.42,6
42113,1,Internet,4,RoundTrip,South Korea,47,Fri,6.33,5
42114,1,Internet,4,RoundTrip,South Korea,48,Thu,6.33,12
42115,1,Internet,4,RoundTrip,South Korea,131,Fri,6.33,6
42116,2,Internet,4,RoundTrip,South Korea,143,Tue,6.33,2
42117,1,Internet,4,RoundTrip,South Korea,243,Sun,6.33,12
42118,1,Mobile,4,RoundTrip,South Korea,46,Sat,6.33,15
42119,4,Internet,4,RoundTrip,South Korea,32,Mon,6.33,6
42120,1,Internet,4,RoundTrip,South Korea,156,Mon,6.33,2
42121,2,Internet,4,RoundTrip,South Korea,74,Wed,6.33,14
42122,2,Internet,4,RoundTrip,South Korea,156,Mon,6.33,2
42123,2,Internet,4,RoundTrip,South Korea,204,Tue,6.33,7
42124,1,Internet,4,RoundTrip,South Korea,293,Thu,6.33,2
42125,1,Internet,4,RoundTrip,South Korea,46,Mon,6.33,6
42126,2,Mobile,4,RoundTrip,South Korea,104,Thu,6.33,17
42127,1,Internet,4,RoundTrip,South Korea,199,Tue,6.33,14
42128,2,Internet,4,RoundTrip,South Korea,143,Sun,6.33,13
42129,1,Internet,4,RoundTrip,South Korea,94,Thu,6.33,9
42130,2,Internet,4,RoundTrip,South Korea,135,Fri,6.33,5
42131,2,Mobile,4,RoundTrip,South Korea,388,Sun,6.33,7
42132,1,Mobile,4,RoundTrip,South Korea,20,Mon,6.33,3
42133,1,Internet,4,RoundTrip,South Korea,127,Tue,6.33,10
42134,2,Internet,4,RoundTrip,South Korea,175,Wed,6.33,0
42135,1,Internet,4,RoundTrip,South Korea,25,Sat,6.33,8
42136,2,Internet,4,RoundTrip,South Korea,77,Mon,6.33,14
42137,2,Internet,4,RoundTrip,South Korea,237,Thu,6.33,15
42138,2,Internet,4,RoundTrip,South Korea,53,Wed,6.33,3
42139,3,Internet,4,RoundTrip,South Korea,140,Fri,6.33,13
42140,4,Internet,4,RoundTrip,South Korea,66,Thu,6.33,1
42141,2,Internet,4,RoundTrip,South Korea,155,Thu,6.33,23
42142,1,Mobile,4,RoundTrip,South Korea,29,Thu,6.33,2
42143,2,Internet,4,RoundTrip,South Korea,81,Mon,6.33,16
42144,1,Internet,4,RoundTrip,South Korea,42,Fri,6.33,1
42145,2,Mobile,4,RoundTrip,South Korea,95,Wed,6.33,1
42146,1,Mobile,4,RoundTrip,South Korea,127,Thu,6.33,6
42147,2,Internet,4,RoundTrip,South Korea,97,Thu,6.33,2
42148,4,Internet,4,RoundTrip,South Korea,112,Fri,6.33,1
42149,2,Internet,4,RoundTrip,South Korea,29,Sat,6.33,22
42150,2,Internet,4,RoundTrip,South Korea,37,Wed,6.33,12
42151,2,Internet,4,RoundTrip,South Korea,184,Fri,6.33,8
42152,1,Internet,4,RoundTrip,South Korea,343,Fri,6.33,13
42153,5,Internet,4,RoundTrip,South Korea,337,Sat,6.33,13
42154,2,Internet,4,RoundTrip,South Korea,142,Wed,6.33,2
42155,2,Internet,4,RoundTrip,South Korea,170,Mon,6.33,9
42156,2,Mobile,4,RoundTrip,South Korea,25,Wed,6.33,9
42157,1,Internet,4,RoundTrip,South Korea,70,Fri,6.33,23
42158,1,Internet,4,RoundTrip,South Korea,73,Tue,6.33,1
42159,1,Internet,4,RoundTrip,South Korea,51,Mon,6.33,2
42160,4,Internet,4,RoundTrip,South Korea,365,Sat,6.33,8
42161,1,Internet,4,RoundTrip,South Korea,98,Mon,6.33,12
42162,1,Mobile,4,RoundTrip,South Korea,56,Sun,6.33,13
42163,2,Internet,4,RoundTrip,South Korea,16,Mon,6.33,7
42164,2,Internet,4,RoundTrip,South Korea,23,Thu,6.62,11
42165,1,Internet,4,RoundTrip,South Korea,78,Thu,6.62,7
42166,7,Internet,4,RoundTrip,South Korea,183,Mon,6.62,14
42167,2,Internet,4,RoundTrip,South Korea,71,Tue,6.62,14
42168,2,Internet,4,RoundTrip,South Korea,53,Fri,6.62,2
42169,1,Internet,4,RoundTrip,South Korea,10,Sun,6.62,3
42170,1,Internet,4,RoundTrip,South Korea,97,Thu,6.62,16
42171,4,Internet,4,RoundTrip,South Korea,26,Fri,6.62,6
42172,2,Internet,4,RoundTrip,South Korea,54,Sun,6.62,5
42173,2,Internet,4,RoundTrip,South Korea,65,Sat,6.62,13
42174,1,Internet,4,RoundTrip,South Korea,70,Mon,6.62,9
42175,3,Internet,4,RoundTrip,South Korea,155,Wed,6.62,0
42176,2,Internet,4,RoundTrip,South Korea,95,Mon,6.62,12
42177,2,Mobile,4,RoundTrip,South Korea,229,Sun,6.62,9
42178,1,Internet,4,RoundTrip,South Korea,23,Mon,6.62,16
42179,6,Internet,4,RoundTrip,South Korea,272,Thu,6.62,13
42180,2,Internet,4,RoundTrip,South Korea,22,Tue,6.62,3
42181,2,Internet,4,RoundTrip,South Korea,118,Wed,6.62,13
42182,1,Internet,4,RoundTrip,South Korea,41,Thu,6.62,13
42183,1,Internet,4,RoundTrip,South Korea,81,Wed,6.62,23
42184,4,Mobile,4,RoundTrip,South Korea,293,Tue,6.62,6
42185,2,Internet,4,RoundTrip,South Korea,60,Sun,6.62,11
42186,4,Internet,4,RoundTrip,South Korea,87,Mon,6.62,3
42187,2,Internet,4,RoundTrip,South Korea,70,Fri,6.62,0
42188,1,Internet,4,RoundTrip,South Korea,111,Tue,6.62,13
42189,2,Internet,4,RoundTrip,South Korea,151,Wed,6.62,9
42190,2,Internet,4,RoundTrip,South Korea,191,Thu,6.62,7
42191,1,Internet,4,RoundTrip,South Korea,98,Sun,6.62,14
42192,2,Internet,4,RoundTrip,South Korea,27,Tue,6.62,0
42193,2,Internet,4,RoundTrip,South Korea,49,Fri,6.62,11
42194,1,Internet,4,RoundTrip,South Korea,24,Mon,6.62,3
42195,2,Internet,4,RoundTrip,South Korea,14,Wed,6.62,13
42196,2,Internet,4,RoundTrip,South Korea,33,Mon,6.62,14
42197,2,Internet,4,RoundTrip,South Korea,11,Mon,6.62,8
42198,4,Internet,4,RoundTrip,South Korea,41,Thu,6.62,16
42199,1,Internet,4,RoundTrip,South Korea,27,Thu,6.62,8
42200,2,Internet,4,RoundTrip,South Korea,112,Wed,6.62,6
42201,1,Internet,4,RoundTrip,South Korea,25,Fri,6.62,10
42202,2,Mobile,4,RoundTrip,South Korea,55,Sat,6.62,10
42203,2,Mobile,4,RoundTrip,South Korea,22,Sat,6.62,12
42204,2,Internet,4,RoundTrip,South Korea,43,Sun,6.62,4
42205,2,Internet,4,RoundTrip,South Korea,23,Sat,6.62,10
42206,2,Internet,4,RoundTrip,South Korea,56,Fri,6.62,8
42207,2,Internet,4,RoundTrip,South Korea,297,Sun,6.62,20
42208,2,Internet,4,RoundTrip,South Korea,73,Mon,6.62,8
42209,1,Internet,4,RoundTrip,South Korea,17,Sun,6.62,23
42210,2,Internet,4,RoundTrip,South Korea,156,Thu,6.62,17
42211,3,Internet,4,RoundTrip,South Korea,27,Tue,6.62,7
42212,1,Internet,4,RoundTrip,South Korea,57,Tue,6.62,5
42213,2,Internet,4,RoundTrip,South Korea,24,Sun,6.62,18
42214,1,Internet,4,RoundTrip,South Korea,149,Sat,6.62,1
42216,2,Internet,4,RoundTrip,South Korea,156,Thu,6.62,13
42217,2,Internet,4,RoundTrip,South Korea,86,Sat,6.62,15
42218,4,Mobile,4,RoundTrip,South Korea,156,Wed,6.62,14
42219,3,Internet,4,RoundTrip,South Korea,26,Sat,6.62,16
42220,2,Internet,4,RoundTrip,South Korea,67,Tue,6.62,15
42221,1,Internet,4,RoundTrip,South Korea,19,Fri,6.62,0
42222,2,Internet,4,RoundTrip,South Korea,80,Thu,6.62,13
42223,4,Internet,4,RoundTrip,South Korea,8,Thu,6.62,2
42224,7,Internet,4,RoundTrip,South Korea,191,Sun,6.62,14
42225,2,Internet,4,RoundTrip,South Korea,317,Mon,6.62,4
42226,1,Internet,4,RoundTrip,South Korea,10,Fri,6.62,15
42227,2,Internet,4,RoundTrip,South Korea,96,Mon,6.62,6
42228,2,Internet,4,RoundTrip,South Korea,165,Mon,6.62,14
42229,2,Internet,4,RoundTrip,South Korea,11,Mon,6.62,4
42230,4,Internet,4,RoundTrip,South Korea,414,Tue,6.62,14
42231,8,Internet,4,RoundTrip,South Korea,189,Wed,6.62,12
42232,1,Internet,4,RoundTrip,South Korea,4,Sat,6.62,7
42233,5,Mobile,4,RoundTrip,South Korea,421,Sun,6.62,16
42234,5,Internet,4,RoundTrip,South Korea,161,Wed,6.62,4
42235,2,Internet,4,RoundTrip,South Korea,35,Mon,6.62,13
42236,2,Internet,4,RoundTrip,South Korea,338,Mon,6.62,15
42237,3,Internet,4,RoundTrip,South Korea,23,Wed,6.62,0
42238,2,Internet,4,RoundTrip,South Korea,96,Sun,6.62,12
42239,1,Mobile,4,RoundTrip,South Korea,16,Wed,6.62,12
42240,2,Internet,4,RoundTrip,South Korea,32,Mon,6.62,15
42241,4,Internet,4,RoundTrip,South Korea,366,Tue,6.62,6
42242,1,Internet,4,RoundTrip,South Korea,162,Tue,6.62,16
42243,2,Internet,4,RoundTrip,South Korea,126,Wed,6.62,4
42244,1,Internet,4,RoundTrip,South Korea,7,Tue,6.62,1
42245,2,Internet,4,RoundTrip,South Korea,63,Thu,6.62,13
42246,2,Internet,4,RoundTrip,South Korea,81,Mon,6.62,11
42247,1,Internet,4,RoundTrip,South Korea,198,Wed,6.62,7
42248,2,Internet,4,RoundTrip,South Korea,18,Wed,6.62,6
42249,4,Internet,4,RoundTrip,South Korea,308,Wed,6.62,5
42250,2,Mobile,4,RoundTrip,South Korea,185,Wed,6.62,14
42251,2,Internet,4,RoundTrip,South Korea,108,Fri,6.62,8
42252,2,Internet,4,RoundTrip,South Korea,76,Thu,6.62,11
42253,2,Mobile,4,RoundTrip,South Korea,18,Tue,6.62,9
42254,3,Internet,4,RoundTrip,South Korea,128,Sat,6.62,8
42255,1,Internet,4,RoundTrip,South Korea,42,Wed,6.62,4
42256,3,Internet,4,RoundTrip,South Korea,30,Wed,6.62,15
42257,4,Internet,4,RoundTrip,South Korea,38,Fri,6.62,7
42259,1,Internet,4,RoundTrip,South Korea,13,Thu,6.62,2
42260,2,Internet,4,RoundTrip,South Korea,79,Thu,6.62,8
42261,1,Mobile,4,RoundTrip,South Korea,99,Fri,6.62,9
42262,4,Internet,4,RoundTrip,South Korea,192,Fri,6.62,9
42263,1,Internet,4,RoundTrip,South Korea,23,Mon,6.62,15
42264,1,Internet,4,RoundTrip,South Korea,12,Wed,6.62,14
42266,1,Internet,4,RoundTrip,South Korea,44,Mon,6.62,6
42267,1,Internet,4,RoundTrip,South Korea,55,Fri,6.62,3
42268,2,Internet,4,RoundTrip,South Korea,26,Tue,6.62,5
42269,1,Mobile,4,RoundTrip,South Korea,55,Fri,6.62,17
42270,2,Internet,4,RoundTrip,South Korea,12,Wed,6.62,2
42271,2,Mobile,4,RoundTrip,South Korea,74,Sat,6.62,6
42272,4,Internet,4,RoundTrip,South Korea,408,Mon,6.62,16
42273,2,Internet,4,RoundTrip,South Korea,76,Fri,6.62,2
