,num_passengers,purchase_to_travel,length_of_stay,flight_hour,flight_duration,clusters,cluster
36215,1,266,6,15,7.0,1,purple
36216,1,257,6,4,7.0,1,purple
36217,2,348,6,19,7.0,1,purple
36218,2,254,6,15,7.0,1,purple
36219,2,17,6,7,7.0,0,pink
36220,2,130,6,10,7.0,2,dark purple
36221,1,278,6,9,7.0,1,purple
36222,4,262,6,1,7.0,1,purple
36223,2,179,6,8,7.0,2,dark purple
36224,2,78,6,2,7.0,0,pink
36225,2,409,6,3,7.0,1,purple
36226,4,81,6,16,7.0,0,pink
36227,1,316,6,11,7.0,1,purple
36228,1,240,6,13,7.0,1,purple
36229,6,201,6,5,8.83,2,dark purple
36230,1,90,6,14,8.83,2,dark purple
36231,3,14,6,7,8.83,0,pink
36232,1,133,6,3,8.83,2,dark purple
36233,1,13,6,3,8.83,0,pink
36234,2,239,6,8,8.83,1,purple
36235,4,277,6,2,8.83,1,purple
36236,3,128,6,16,8.83,2,dark purple
36237,1,8,6,2,8.83,0,pink
36238,1,293,6,13,8.83,1,purple
36239,2,42,6,13,8.83,0,pink
36240,3,128,6,16,8.83,2,dark purple
36241,1,43,6,14,8.83,0,pink
36242,2,96,6,14,8.83,2,dark purple
36243,2,19,6,11,8.83,0,pink
36244,1,48,6,4,8.83,0,pink
36245,3,26,6,14,8.83,0,pink
36246,1,10,6,8,8.83,0,pink
36247,1,10,6,8,8.83,0,pink
36248,1,18,6,6,8.83,0,pink
36249,1,5,6,5,8.83,0,pink
36250,1,16,6,2,8.83,0,pink
36251,1,2,6,16,8.83,0,pink
36252,2,365,6,11,8.83,1,purple
36253,1,90,6,14,8.83,2,dark purple
36254,1,4,6,9,8.83,0,pink
36255,2,60,6,11,8.83,0,pink
36256,2,195,6,6,8.83,2,dark purple
36257,1,8,6,14,8.83,0,pink
36258,1,5,6,10,8.83,0,pink
36259,1,3,6,7,8.83,0,pink
36260,1,235,6,7,8.83,1,purple
36261,1,15,6,3,8.83,0,pink
36262,3,31,6,15,8.83,0,pink
36263,2,254,6,7,8.83,1,purple
36264,2,16,6,8,8.83,0,pink
36265,3,18,6,4,8.83,0,pink
36266,1,198,6,16,8.83,2,dark purple
36267,4,69,6,2,8.83,0,pink
36268,1,25,6,8,8.83,0,pink
36269,5,19,6,8,8.83,0,pink
36270,4,204,6,14,6.42,2,dark purple
36271,1,173,6,11,6.42,2,dark purple
36272,2,193,6,8,6.42,2,dark purple
36273,1,32,6,3,6.42,0,pink
36274,4,204,6,14,6.42,2,dark purple
36275,1,29,6,16,6.42,0,pink
36276,1,203,6,5,6.42,2,dark purple
36277,1,28,6,18,5.62,0,pink
36278,8,53,6,8,5.62,0,pink
36279,2,312,6,6,5.62,1,purple
36280,2,43,6,0,5.62,0,pink
36281,5,14,6,12,5.62,0,pink
36282,1,266,6,4,5.62,1,purple
36283,3,38,6,2,5.62,0,pink
36284,1,191,6,7,5.62,2,dark purple
36285,2,179,6,15,5.62,2,dark purple
36286,1,21,6,14,5.62,0,pink
36287,2,140,6,16,5.62,2,dark purple
36288,2,4,6,9,5.62,0,pink
36289,2,19,6,13,6.33,0,pink
36290,2,106,6,14,6.33,2,dark purple
36291,2,355,6,12,6.33,1,purple
36292,1,106,6,14,6.33,2,dark purple
36293,3,47,6,0,8.58,0,pink
36294,2,256,6,16,8.58,1,purple
36295,1,11,6,13,8.58,0,pink
36296,2,87,6,9,8.58,2,dark purple
36297,1,295,6,16,8.58,1,purple
36298,2,3,6,6,8.58,0,pink
36299,1,15,6,12,8.58,0,pink
36300,1,68,6,15,8.58,0,pink
36301,1,12,6,14,8.58,0,pink
36302,2,9,6,6,8.58,0,pink
36303,2,298,6,2,8.58,1,purple
36304,3,404,6,2,8.58,1,purple
36305,1,216,6,6,6.62,1,purple
36306,2,47,6,14,6.62,0,pink
36307,1,40,6,8,6.62,0,pink
36308,2,228,6,14,6.62,1,purple
36309,2,117,6,16,6.62,2,dark purple
36310,1,1,6,4,6.62,0,pink
36311,3,232,6,12,6.62,1,purple
36312,2,23,6,8,6.62,0,pink
36313,2,314,6,5,6.62,1,purple
36314,2,273,6,11,5.62,1,purple
36315,2,17,6,7,5.62,0,pink
36316,2,65,6,15,5.62,0,pink
36317,6,85,6,6,5.62,2,dark purple
36318,3,58,6,14,5.62,0,pink
36319,1,84,6,11,5.62,2,dark purple
36320,1,13,6,1,5.62,0,pink
36321,3,22,6,8,5.62,0,pink
36322,1,10,6,12,5.62,0,pink
36323,2,27,6,7,5.62,0,pink
36324,1,252,6,7,5.62,1,purple
36325,2,7,6,9,5.62,0,pink
36326,1,17,6,7,5.62,0,pink
36327,2,80,6,14,5.62,0,pink
36328,1,31,6,12,8.58,0,pink
36329,1,238,6,8,5.52,1,purple
36330,1,9,6,10,5.07,0,pink
36331,2,41,6,9,5.33,0,pink
36332,1,12,6,23,4.83,0,pink
36333,1,133,6,15,4.67,2,dark purple
36334,2,124,6,15,8.67,2,dark purple
36335,2,27,6,7,8.67,0,pink
36336,1,170,6,4,8.67,2,dark purple
36337,5,174,6,14,8.67,2,dark purple
36338,1,26,6,3,8.67,0,pink
36339,6,282,6,3,8.67,1,purple
36340,5,282,6,3,8.67,1,purple
36341,3,129,6,11,8.67,2,dark purple
36342,5,296,6,6,8.67,1,purple
36343,3,138,6,3,8.67,2,dark purple
36344,3,15,6,8,8.67,0,pink
36345,3,98,6,10,8.67,2,dark purple
36346,1,34,6,1,8.67,0,pink
36347,8,167,6,7,8.67,2,dark purple
36348,2,436,6,14,8.67,1,purple
36349,1,36,6,12,8.67,0,pink
36350,2,98,6,11,8.67,2,dark purple
36351,1,7,6,6,8.67,0,pink
36352,3,150,6,14,8.67,2,dark purple
36353,1,179,6,7,8.67,2,dark purple
36354,2,338,6,1,8.67,1,purple
36355,2,177,6,15,8.67,2,dark purple
36356,3,174,6,9,8.67,2,dark purple
36357,2,5,6,11,8.67,0,pink
36358,2,25,6,9,8.67,0,pink
36359,2,382,6,23,8.67,1,purple
36360,2,25,6,14,8.67,0,pink
36361,1,60,6,8,8.67,0,pink
36362,1,139,6,16,8.67,2,dark purple
36363,2,146,6,6,8.67,2,dark purple
36364,6,352,6,15,8.67,1,purple
36365,3,49,6,14,8.67,0,pink
36366,5,25,6,8,8.67,0,pink
36367,1,151,6,3,8.67,2,dark purple
36368,6,331,6,13,8.67,1,purple
36369,6,75,6,10,8.67,0,pink
36370,4,390,6,16,8.67,1,purple
36371,1,405,6,13,8.67,1,purple
36372,2,22,6,6,8.67,0,pink
36373,1,293,6,14,8.67,1,purple
36374,4,191,6,14,8.67,2,dark purple
36375,1,62,6,2,8.67,0,pink
36376,2,31,6,9,8.67,0,pink
36377,1,139,6,16,8.67,2,dark purple
36378,4,195,6,14,8.67,2,dark purple
36379,2,282,6,0,8.67,1,purple
36380,1,140,6,9,8.67,2,dark purple
36381,3,23,6,6,8.67,0,pink
36382,2,299,6,4,8.67,1,purple
36383,2,36,6,11,8.67,0,pink
36384,5,36,6,11,8.67,0,pink
36385,4,229,6,4,8.67,1,purple
36386,2,88,6,7,8.67,2,dark purple
36387,1,50,6,9,4.72,0,pink
36388,1,13,6,3,4.72,0,pink
36389,2,85,6,13,4.72,2,dark purple
36390,1,131,6,6,4.72,2,dark purple
36391,1,23,6,12,4.72,0,pink
36392,1,12,6,3,4.72,0,pink
36393,1,91,6,16,4.72,2,dark purple
36394,1,10,6,21,4.72,0,pink
36395,1,47,6,17,4.72,0,pink
36396,1,47,6,17,4.72,0,pink
36397,1,47,6,17,4.72,0,pink
36398,1,47,6,17,4.72,0,pink
36399,1,47,6,17,4.72,0,pink
36400,2,237,6,3,4.72,1,purple
36401,1,2,6,8,8.83,0,pink
36402,3,178,6,0,5.52,2,dark purple
36403,2,187,6,7,5.52,2,dark purple
36404,1,54,6,15,7.57,0,pink
36405,1,54,6,15,7.57,0,pink
36406,1,36,6,14,5.62,0,pink
36407,2,227,6,5,6.62,1,purple
36408,1,12,6,7,8.15,0,pink
36409,1,16,6,9,4.75,0,pink
36410,1,21,6,14,6.42,0,pink
36411,1,8,6,12,8.83,0,pink
36412,2,10,6,15,5.07,0,pink
36413,1,61,6,12,5.07,0,pink
36414,2,12,6,7,5.07,0,pink
36415,4,39,6,3,5.07,0,pink
36416,2,47,6,9,5.07,0,pink
36417,2,50,6,2,5.07,0,pink
36418,1,13,6,5,5.07,0,pink
36419,2,19,6,6,5.07,0,pink
36420,1,137,6,4,5.07,2,dark purple
36421,3,36,6,4,5.07,0,pink
36422,1,50,6,2,5.07,0,pink
36423,4,12,6,15,5.07,0,pink
36424,2,47,6,9,5.07,0,pink
36425,1,117,6,12,5.07,2,dark purple
36426,1,16,6,4,5.07,0,pink
36427,2,10,6,7,5.07,0,pink
36428,1,12,6,7,5.07,0,pink
36429,3,15,6,8,5.07,0,pink
36430,2,17,6,17,5.07,0,pink
36431,1,8,6,11,5.07,0,pink
36432,1,42,6,8,5.07,0,pink
36433,1,275,6,14,5.07,1,purple
36434,1,15,6,6,5.07,0,pink
36435,2,35,6,4,5.07,0,pink
36436,1,41,6,22,5.07,0,pink
36437,6,235,6,16,5.07,1,purple
36438,2,55,6,7,5.07,0,pink
36439,1,12,6,12,5.07,0,pink
36440,2,5,6,15,5.07,0,pink
36441,4,39,6,3,5.07,0,pink
36442,2,9,6,5,5.07,0,pink
36443,1,6,6,2,5.07,0,pink
36444,1,21,6,2,5.07,0,pink
36445,1,57,6,6,7.57,0,pink
36446,3,26,6,15,7.57,0,pink
36447,2,16,6,13,7.57,0,pink
36448,5,113,6,13,7.57,2,dark purple
36449,1,309,6,9,7.57,1,purple
36450,2,92,6,7,7.57,2,dark purple
36451,1,1,6,0,7.57,0,pink
36452,1,82,6,4,7.57,0,pink
36453,2,32,6,16,7.57,0,pink
36454,1,159,6,6,7.57,2,dark purple
36455,1,18,6,9,7.57,0,pink
36456,2,53,6,6,7.57,0,pink
36457,2,22,6,5,7.57,0,pink
36458,1,38,6,3,7.57,0,pink
36459,1,80,6,10,7.57,0,pink
36460,2,352,6,8,7.57,1,purple
36461,1,5,6,19,7.57,0,pink
36462,1,3,6,15,7.57,0,pink
36463,1,92,6,5,7.57,2,dark purple
36464,4,94,6,5,7.57,2,dark purple
36465,4,249,6,16,7.57,1,purple
36466,1,26,6,15,7.57,0,pink
36467,2,50,6,14,7.57,0,pink
36468,2,22,6,6,7.57,0,pink
36469,1,3,6,15,7.57,0,pink
36470,1,16,6,10,7.57,0,pink
36471,1,45,6,2,7.57,0,pink
36472,4,54,6,14,7.57,0,pink
36473,2,14,6,13,7.57,0,pink
36474,4,43,6,13,7.57,0,pink
36475,1,4,6,4,7.57,0,pink
36476,3,242,6,16,7.57,1,purple
36477,1,17,6,9,7.57,0,pink
36478,6,191,6,12,7.57,2,dark purple
36479,2,328,6,13,7.57,1,purple
36480,2,88,6,11,7.57,2,dark purple
36481,2,18,6,12,7.57,0,pink
36482,1,25,6,17,7.57,0,pink
36483,1,36,6,8,7.57,0,pink
36484,4,270,6,15,7.57,1,purple
36485,3,245,6,1,7.57,1,purple
36486,5,145,6,11,7.57,2,dark purple
36487,2,260,6,16,7.57,1,purple
36488,1,83,6,4,7.57,0,pink
36489,1,98,6,5,7.57,2,dark purple
36490,3,17,6,9,7.57,0,pink
36491,2,37,6,8,7.57,0,pink
36492,1,16,6,9,7.57,0,pink
36493,2,257,6,12,7.57,1,purple
36494,2,52,6,9,7.57,0,pink
36495,1,13,6,8,7.57,0,pink
36496,2,52,6,14,7.57,0,pink
36497,1,28,6,1,7.57,0,pink
36498,1,14,6,5,7.57,0,pink
36499,2,108,6,14,7.57,2,dark purple
36500,1,30,6,14,7.57,0,pink
36501,3,122,6,1,7.57,2,dark purple
36502,2,35,6,0,7.57,0,pink
36503,2,48,6,8,7.57,0,pink
36504,2,250,6,16,7.57,1,purple
36505,3,337,6,8,7.57,1,purple
36506,4,82,6,0,7.57,0,pink
36507,2,74,6,5,7.57,0,pink
36508,1,45,6,1,7.57,0,pink
36509,2,408,6,14,6.62,1,purple
36510,1,363,6,7,6.62,1,purple
36511,4,69,6,8,6.62,0,pink
36512,5,242,6,12,6.62,1,purple
36513,2,21,6,3,6.62,0,pink
36514,5,242,6,12,6.62,1,purple
36515,2,49,6,15,6.62,0,pink
36516,1,405,6,5,6.62,1,purple
36517,2,379,6,14,6.62,1,purple
36518,2,19,6,16,6.62,0,pink
36519,2,81,6,5,6.62,0,pink
36520,3,147,6,1,6.62,2,dark purple
36521,4,85,6,15,6.62,2,dark purple
36522,1,107,6,11,6.62,2,dark purple
36523,1,321,6,12,6.62,1,purple
36524,1,7,6,18,6.62,0,pink
36525,1,5,6,14,6.62,0,pink
36526,5,5,6,11,6.62,0,pink
36527,2,20,6,14,6.62,0,pink
36528,2,290,6,13,6.62,1,purple
36529,1,53,6,8,6.62,0,pink
36530,2,124,6,7,6.62,2,dark purple
36531,4,152,6,8,6.62,2,dark purple
36532,1,1,6,12,6.62,0,pink
36533,5,100,6,8,6.62,2,dark purple
36534,4,221,6,15,6.62,1,purple
36535,1,19,6,4,6.62,0,pink
36536,3,162,6,0,6.62,2,dark purple
36537,4,342,6,12,6.62,1,purple
36538,2,85,6,9,6.62,2,dark purple
36539,1,6,6,7,6.62,0,pink
36540,2,121,6,15,6.62,2,dark purple
36541,1,242,6,12,6.62,1,purple
36542,3,53,6,7,6.62,0,pink
36543,4,255,6,6,6.62,1,purple
36544,3,162,6,12,6.62,2,dark purple
36545,3,6,6,16,6.62,0,pink
36546,1,5,6,7,6.62,0,pink
36547,3,161,6,15,6.62,2,dark purple
36548,1,20,6,14,6.62,0,pink
36549,2,20,6,5,6.62,0,pink
36550,1,30,6,16,6.62,0,pink
36551,3,23,6,2,6.62,0,pink
36552,1,97,6,11,6.62,2,dark purple
36553,1,5,6,8,6.62,0,pink
36554,1,1,6,1,6.62,0,pink
36555,1,53,6,9,6.62,0,pink
36556,2,204,6,10,6.62,2,dark purple
36557,2,177,6,9,6.62,2,dark purple
36558,2,94,6,10,6.62,2,dark purple
36559,2,208,6,12,6.62,2,dark purple
36560,9,26,6,5,6.62,0,pink
36561,1,208,6,13,6.62,2,dark purple
36562,2,220,6,3,6.62,1,purple
36563,2,344,6,14,6.62,1,purple
36564,2,36,6,2,6.62,0,pink
36565,3,54,6,15,6.62,0,pink
36566,3,59,6,15,6.62,0,pink
36567,3,280,6,12,6.62,1,purple
36568,1,131,6,12,6.62,2,dark purple
36569,3,39,6,15,6.62,0,pink
36570,2,423,6,15,6.62,1,purple
36571,4,336,6,14,6.62,1,purple
36572,1,20,6,11,6.62,0,pink
36573,1,172,6,9,6.62,2,dark purple
36574,2,175,6,15,6.62,2,dark purple
36575,1,12,6,15,6.62,0,pink
36576,1,86,6,11,6.62,2,dark purple
36577,1,8,6,1,6.62,0,pink
36578,2,248,6,12,6.62,1,purple
36579,2,339,6,10,6.62,1,purple
36580,1,69,6,9,6.62,0,pink
36581,3,24,6,16,6.62,0,pink
36582,1,334,6,2,6.62,1,purple
36583,2,193,6,8,6.62,2,dark purple
36584,1,100,6,16,6.62,2,dark purple
36585,2,20,6,9,6.62,0,pink
36586,4,14,6,7,6.62,0,pink
36587,1,155,6,14,6.62,2,dark purple
36588,3,20,6,16,6.62,0,pink
36589,1,20,6,8,6.62,0,pink
36590,1,115,6,15,6.62,2,dark purple
36591,2,1,6,12,6.62,0,pink
36592,2,27,6,5,6.62,0,pink
36593,1,20,6,16,6.62,0,pink
36594,2,176,6,14,6.62,2,dark purple
36595,1,8,6,9,6.62,0,pink
36596,2,11,6,13,6.62,0,pink
36597,8,19,6,1,6.62,0,pink
36598,2,322,6,13,6.62,1,purple
36599,3,138,6,20,6.62,2,dark purple
36600,2,143,6,12,6.62,2,dark purple
36601,1,7,6,5,6.62,0,pink
36602,2,20,6,6,6.62,0,pink
36603,4,14,6,13,6.62,0,pink
36604,2,162,6,13,6.62,2,dark purple
36605,1,47,6,2,6.62,0,pink
36606,3,48,6,3,6.62,0,pink
36607,2,330,6,19,6.62,1,purple
36608,1,69,6,15,6.62,0,pink
36609,3,106,6,13,6.62,2,dark purple
36610,6,173,6,10,6.62,2,dark purple
36611,2,172,6,6,6.62,2,dark purple
36612,1,34,6,5,6.62,0,pink
36613,2,178,6,16,6.62,2,dark purple
36614,4,19,6,14,6.62,0,pink
36615,1,55,6,8,6.62,0,pink
36616,2,351,6,6,6.62,1,purple
36617,3,32,6,14,7.0,0,pink
36618,1,159,6,12,7.0,2,dark purple
36619,4,129,6,12,7.0,2,dark purple
36620,1,98,6,15,7.0,2,dark purple
36621,1,25,6,2,7.0,0,pink
36622,2,225,6,9,7.0,1,purple
36623,2,237,6,17,7.0,1,purple
36624,2,343,6,12,7.0,1,purple
36625,5,344,6,16,7.0,1,purple
36626,3,388,6,4,7.0,1,purple
36627,4,48,6,17,7.0,0,pink
36628,2,38,6,6,7.0,0,pink
36629,2,233,6,7,7.0,1,purple
36630,2,221,6,8,7.0,1,purple
36631,1,129,6,8,7.0,2,dark purple
36632,1,27,6,4,8.83,0,pink
36633,2,1,6,12,8.83,0,pink
36634,1,118,6,16,8.83,2,dark purple
36635,2,360,6,13,8.83,1,purple
36636,4,247,6,12,8.83,1,purple
36637,1,63,6,9,8.83,0,pink
36638,1,0,6,7,8.83,0,pink
36639,2,170,6,0,8.83,2,dark purple
36640,3,73,6,13,8.83,0,pink
36641,5,63,6,11,8.83,0,pink
36642,2,52,6,4,8.83,0,pink
36643,1,125,6,13,8.83,2,dark purple
36644,1,119,6,0,8.83,2,dark purple
36645,1,46,6,5,8.83,0,pink
36646,2,240,6,9,8.83,1,purple
36647,2,118,6,12,8.83,2,dark purple
36648,1,46,6,9,8.83,0,pink
36649,2,46,6,9,8.83,0,pink
36650,1,32,6,8,8.83,0,pink
36651,1,50,6,8,6.33,0,pink
36652,1,26,6,22,6.33,0,pink
36653,1,134,6,5,6.33,2,dark purple
36654,2,27,6,7,6.33,0,pink
36655,3,394,6,5,6.33,1,purple
36656,1,45,6,15,5.33,0,pink
36657,1,13,6,1,5.33,0,pink
36658,1,22,6,7,5.33,0,pink
36659,3,299,6,9,8.58,1,purple
36660,1,114,6,17,8.58,2,dark purple
36661,4,341,6,11,4.67,1,purple
36662,2,281,6,0,4.67,1,purple
36663,1,7,6,9,4.67,0,pink
36664,2,278,6,16,4.67,1,purple
36665,1,279,6,5,4.67,1,purple
36666,1,4,6,20,4.67,0,pink
36667,1,99,6,3,4.67,2,dark purple
36668,2,400,6,4,4.67,1,purple
36669,2,55,6,13,4.67,0,pink
36670,8,52,6,6,4.67,0,pink
36671,2,50,6,8,4.67,0,pink
36672,1,409,6,16,4.67,1,purple
36673,4,265,6,15,4.67,1,purple
36674,4,208,6,14,4.67,2,dark purple
36675,7,258,6,8,4.67,1,purple
36676,2,106,6,14,4.67,2,dark purple
36677,1,5,6,15,4.67,0,pink
36678,2,104,6,6,4.67,2,dark purple
36679,2,172,6,8,4.67,2,dark purple
36680,2,129,6,3,4.67,2,dark purple
36681,1,42,6,14,4.67,0,pink
36682,1,13,6,13,4.67,0,pink
36683,2,6,6,16,4.67,0,pink
36684,1,36,6,23,7.0,0,pink
36685,1,4,6,5,7.0,0,pink
36686,1,9,6,11,7.0,0,pink
36687,1,186,6,2,7.0,2,dark purple
36688,1,133,6,13,7.0,2,dark purple
36689,1,9,6,12,7.0,0,pink
36690,2,16,6,13,4.75,0,pink
36691,1,64,6,5,8.83,0,pink
36692,2,9,6,8,8.83,0,pink
36693,1,64,6,5,8.83,0,pink
36694,6,19,6,17,8.83,0,pink
36695,1,72,6,15,8.83,0,pink
36696,3,252,6,8,6.33,1,purple
36697,2,34,6,0,8.58,0,pink
36698,1,139,6,14,4.67,2,dark purple
36699,2,308,6,5,4.67,1,purple
36700,1,65,6,7,4.75,0,pink
36701,1,1,6,2,8.58,0,pink
36702,3,155,6,8,7.0,2,dark purple
36703,1,41,6,14,7.0,0,pink
36704,1,41,6,7,7.0,0,pink
36705,1,10,6,12,7.0,0,pink
36706,1,340,6,1,7.0,1,purple
36707,6,41,6,2,7.0,0,pink
36708,1,84,6,8,7.0,2,dark purple
36709,1,41,6,7,7.0,0,pink
36710,1,13,6,13,7.0,0,pink
36711,5,75,6,12,7.0,0,pink
36712,3,154,6,7,7.0,2,dark purple
36713,5,199,6,17,7.0,2,dark purple
36714,2,131,6,2,4.75,2,dark purple
36715,1,132,6,14,4.75,2,dark purple
36716,4,58,6,9,8.83,0,pink
36717,1,18,6,12,8.83,0,pink
36718,2,177,6,21,8.83,2,dark purple
36719,1,8,6,8,8.83,0,pink
36720,3,360,6,12,8.83,1,purple
36721,1,7,6,8,8.83,0,pink
36722,2,250,6,10,8.83,1,purple
36723,2,93,6,4,8.83,2,dark purple
36724,1,4,6,4,8.83,0,pink
36725,1,1,6,8,8.83,0,pink
36726,1,22,6,13,8.83,0,pink
36727,2,2,6,5,8.83,0,pink
36728,1,46,6,3,8.83,0,pink
36729,2,90,6,3,8.83,2,dark purple
36730,1,355,6,17,8.83,1,purple
36731,1,19,6,15,8.83,0,pink
36732,2,2,6,9,8.83,0,pink
36733,2,81,6,5,8.83,0,pink
36734,1,151,6,16,8.83,2,dark purple
36735,1,98,6,3,8.83,2,dark purple
36736,1,49,6,9,8.83,0,pink
36737,1,93,6,12,8.83,2,dark purple
36738,2,66,6,8,8.83,0,pink
36739,2,240,6,13,8.83,1,purple
36740,1,21,6,5,8.83,0,pink
36741,1,49,6,6,8.83,0,pink
36742,4,43,6,3,8.83,0,pink
36743,2,247,6,13,8.83,1,purple
36744,4,263,6,13,8.83,1,purple
36745,1,27,6,6,8.83,0,pink
36746,1,349,6,6,8.83,1,purple
36747,2,4,6,12,8.83,0,pink
36748,1,51,6,9,8.83,0,pink
36749,2,131,6,12,6.42,2,dark purple
36750,1,227,6,9,6.42,1,purple
36751,3,18,6,20,6.42,0,pink
36752,5,185,6,14,6.42,2,dark purple
36753,6,88,6,9,6.42,2,dark purple
36754,3,352,6,1,6.42,1,purple
36755,3,88,6,7,6.42,2,dark purple
36756,1,17,6,2,6.42,0,pink
36757,3,350,6,12,6.42,1,purple
36758,2,41,6,13,6.42,0,pink
36759,2,247,6,7,6.42,1,purple
36760,2,162,6,1,6.42,2,dark purple
36761,2,28,6,16,6.42,0,pink
36762,1,23,6,10,5.62,0,pink
36763,1,20,6,2,5.62,0,pink
36764,1,2,6,10,5.62,0,pink
36765,1,377,6,10,5.62,1,purple
36766,2,139,6,12,5.62,2,dark purple
36767,2,14,6,11,5.62,0,pink
36768,1,21,6,8,5.62,0,pink
36769,4,170,6,15,5.62,2,dark purple
36770,4,256,6,12,5.62,1,purple
36771,2,20,6,12,5.62,0,pink
36772,2,98,6,15,5.62,2,dark purple
36773,2,20,6,12,5.62,0,pink
36774,1,156,6,2,5.62,2,dark purple
36775,4,322,6,7,5.62,1,purple
36776,1,7,6,6,5.62,0,pink
36777,2,20,6,12,5.62,0,pink
36778,2,20,6,12,5.62,0,pink
36779,1,227,6,13,5.62,1,purple
36780,1,19,6,2,5.62,0,pink
36781,1,38,6,14,5.62,0,pink
36782,1,168,6,0,5.62,2,dark purple
36783,1,20,6,14,5.62,0,pink
36784,1,95,6,7,5.62,2,dark purple
36785,1,14,6,13,5.62,0,pink
36786,1,152,6,5,5.62,2,dark purple
36787,3,14,6,13,5.62,0,pink
36788,1,37,6,21,6.33,0,pink
36789,1,61,6,18,6.33,0,pink
36790,1,76,6,11,6.33,0,pink
36791,2,417,6,4,6.33,1,purple
36792,2,4,6,3,6.33,0,pink
36793,1,66,6,7,6.33,0,pink
36794,3,350,6,13,6.33,1,purple
36795,4,73,6,9,6.33,0,pink
36796,2,89,6,10,6.33,2,dark purple
36797,1,156,6,7,5.33,2,dark purple
36798,4,287,6,12,5.33,1,purple
36799,5,143,6,10,5.33,2,dark purple
36800,5,117,6,4,5.33,2,dark purple
36801,3,161,6,3,5.33,2,dark purple
36802,1,107,6,13,8.58,2,dark purple
36803,4,202,6,9,8.58,2,dark purple
36804,1,12,6,8,8.58,0,pink
36805,4,360,6,4,8.58,1,purple
36806,2,8,6,4,8.58,0,pink
36807,2,306,6,3,8.58,1,purple
36808,1,13,6,8,4.67,0,pink
36809,2,283,6,10,4.67,1,purple
36810,3,307,6,10,4.67,1,purple
36811,1,116,6,13,4.67,2,dark purple
36812,3,213,6,15,4.67,2,dark purple
36813,1,65,6,12,4.67,0,pink
36814,3,107,6,10,4.67,2,dark purple
36815,1,9,6,22,4.67,0,pink
36816,1,31,6,14,4.67,0,pink
36817,2,205,6,15,4.67,2,dark purple
36818,4,28,6,7,4.67,0,pink
36819,2,29,6,7,4.67,0,pink
36820,1,223,6,15,4.67,1,purple
36821,2,48,6,8,4.67,0,pink
36822,2,103,6,14,4.67,2,dark purple
36823,1,6,6,12,4.67,0,pink
36824,1,410,6,8,4.67,1,purple
36825,1,5,6,3,4.67,0,pink
36826,4,122,6,10,4.67,2,dark purple
36827,6,218,6,4,4.67,1,purple
36828,1,103,6,14,4.67,2,dark purple
36829,2,303,6,17,4.67,1,purple
36830,3,115,6,1,4.67,2,dark purple
36831,1,46,6,14,4.67,0,pink
36832,2,50,6,8,4.67,0,pink
36833,3,15,6,10,4.67,0,pink
36834,1,62,6,12,4.67,0,pink
36835,1,253,6,14,4.67,1,purple
36836,3,156,6,9,4.67,2,dark purple
36837,1,7,6,1,5.0,0,pink
36838,1,2,6,1,7.0,0,pink
36839,2,182,6,2,7.0,2,dark purple
36840,2,87,6,8,7.0,2,dark purple
36841,2,107,6,14,7.0,2,dark purple
36842,4,311,6,16,7.0,1,purple
36843,3,343,6,11,7.0,1,purple
36844,2,44,6,2,7.0,0,pink
36845,1,54,6,16,7.0,0,pink
36846,1,77,6,2,7.0,0,pink
36847,1,267,6,15,7.0,1,purple
36848,3,4,6,10,7.0,0,pink
36849,5,376,6,10,7.0,1,purple
36850,2,81,6,15,7.0,0,pink
36851,2,390,6,0,7.0,1,purple
36852,2,79,6,14,7.0,0,pink
36853,1,130,6,8,7.0,2,dark purple
36854,2,133,6,14,7.0,2,dark purple
36855,2,132,6,9,7.0,2,dark purple
36856,1,130,6,8,7.0,2,dark purple
36857,1,130,6,8,7.0,2,dark purple
36858,1,51,6,6,7.0,0,pink
36859,3,138,6,5,7.0,2,dark purple
36860,1,41,6,7,7.0,0,pink
36861,1,55,6,15,7.0,0,pink
36862,2,118,6,5,7.0,2,dark purple
36863,2,4,6,12,7.0,0,pink
36864,2,33,6,11,7.0,0,pink
36865,4,64,6,13,7.0,0,pink
36866,2,75,6,6,7.0,0,pink
36867,2,78,6,6,7.0,0,pink
36868,4,34,6,15,7.0,0,pink
36869,3,48,6,12,7.0,0,pink
36870,2,41,6,9,7.0,0,pink
36871,1,32,6,12,7.0,0,pink
36872,3,3,6,6,7.0,0,pink
36873,2,86,6,14,7.0,2,dark purple
36874,1,52,6,5,7.0,0,pink
36875,2,232,6,12,7.0,1,purple
36876,2,3,6,7,7.0,0,pink
36877,5,197,6,9,7.0,2,dark purple
36878,1,59,6,15,7.0,0,pink
36879,4,24,6,11,7.0,0,pink
36880,1,20,6,9,7.0,0,pink
36881,4,143,6,2,7.0,2,dark purple
36882,4,24,6,10,7.0,0,pink
36883,4,424,6,4,7.0,1,purple
36884,5,237,6,4,7.0,1,purple
36885,3,275,6,8,7.0,1,purple
36886,4,229,6,13,7.0,1,purple
36887,2,178,6,2,7.0,2,dark purple
36888,2,352,6,8,7.0,1,purple
36889,1,20,6,14,7.0,0,pink
36890,1,315,6,0,7.0,1,purple
36891,1,302,6,14,7.0,1,purple
36892,2,231,6,8,4.75,1,purple
36893,1,3,6,4,5.62,0,pink
36894,1,83,6,8,5.62,0,pink
